Year (date),State Name (state_name),State Code (state_code),District Name (district_name),District Code (district_code),AWC Infrastructure Drinking Water Source (awc_infra_dws),AWC Infrastructure Fuctional Toilets (awc_infra_fun_toilets),AWC Infrastructure Own Building (awc_infra_own_buil),Aadhaar verified Beneficiaries (aadhar_verf_benf),Adolescent Girls (adolescent_girls),Anganwadi Centers Open For Atleast 1 Day (awc_open_1day),Anganwadi Centers Open For Atleast 21 Days (awc_open_21day),Anganwadi Workers (aww),Angwanwadi Centers (awc),Children (0-6 Months) (children_0_6_months),Children (3 - 6 Years) (children_3_6_years),Children (6 Months - 3 Years) (children_6months_3years),Children Attended AWC For Atleast 21 days (children_awc_21days),Children(3 - 6 Years) Non-school Going (children_3_6_years_nonschool),Children(3 - 6 Years) School Going (children_3_6_years_school),Eligible Beneficiaries (elgb_benef),Health ID Created (health_id_created),Hot Cooked Meal (HCM) Given For 1-6 Days (hcm_1_6days),Hot Cooked Meal (HCM) Given For 15-20 Days (hcm_15_20days),Hot Cooked Meal (HCM) Given For 7-14 Days (hcm_7_14days),Hot Cooked Meal (HCM) Given For Atleast 1 Day (hcm_atleast_1day),Hot Cooked Meal (HCM) Given For Atleast 15 Days (hcm_atleast_15days),Hot Cooked Meal (HCM) Given For Atleast 21 Days (hcm_atleast_21days),Lactating Mothers (lact_mothers),Pregnant Women (pregnant_women),Project (project),Sector (sector),Take Home Ration Given For Atleast 1 Day (thm_atleast_1day),Take Home Ration Given For Atleast 21 Days (thm_atleast_21days)
01-06-2023,Odisha,21,Boudh,349,212,211,569,45439,0,727,690,723,727,2329,20580,16689,10582,19723,857,45661,3,1832,2855,1307,16440,13301,10446,2354,3709,3,34,12709,12672
01-07-2023,Assam,18,Karimganj,293,79,52,426,132592,0,1504,1258,1487,0,3685,73189,55341,12672,69965,3224,141102,23,16081,11047,14899,51897,20917,9870,3201,5686,7,51,16421,16164
01-02-2023,Rajasthan,8,Chittorgarh,95,154,231,393,100654,0,1652,620,1779,1780,5707,43821,50214,2000,43407,414,114962,1159,8631,3365,5626,18810,4553,1188,7245,7975,12,54,4787,4691
01-06-2023,Madhya Pradesh,23,Narsinghpur,418,142,177,232,82406,0,1189,1080,1187,1192,3428,42660,35463,7707,42405,255,91684,138,12067,6187,8876,34016,13073,6886,3696,6437,6,44,9112,4748
01-02-2023,Chhattisgarh,22,Gaurella Pendra Marwahi,734,108,208,226,26500,0,4,0,821,838,133,15493,12722,0,15493,0,28928,23,0,0,0,0,0,0,106,474,3,31,0,0
01-02-2023,Jharkhand,20,Simdega,342,129,274,394,25927,0,889,380,949,965,2279,26870,24500,3754,25002,1868,59147,95,6238,5189,5508,20289,8543,3354,2253,3245,8,36,389,389
01-07-2023,Bihar,10,Vaishali,224,2807,2578,573,339846,0,3768,2874,3837,0,7104,185543,133411,48013,183772,1771,352038,174,33168,36343,32321,148172,82683,46340,9016,16964,17,144,75182,74497
01-03-2023,Arunachal Pradesh,12,Kra Daadi,677,6,5,6,133,0,48,2,173,267,35,719,506,15,702,17,1301,25,135,26,17,192,40,14,19,22,4,7,0,0
01-07-2023,Arunachal Pradesh,12,East Kameng,231,2,0,2,862,0,123,66,139,0,107,1336,914,509,1174,162,2533,0,306,213,325,1189,558,345,96,80,5,14,55,25
01-02-2023,Haryana,6,Kaithal,66,396,517,420,67588,0,1242,913,1244,1270,2545,37684,29207,5430,33266,4418,80402,543,4808,4250,3178,17328,9342,5092,5894,5072,7,50,22665,18519
01-05-2023,Gujarat,24,Amreli,439,1564,1455,1246,91104,0,1614,1575,1603,1616,5353,38068,36517,31923,37937,131,92285,325,1592,3325,1917,38683,35174,31849,5453,6894,13,64,48040,47971
01-07-2023,West Bengal,19,Medinipur East,317,669,830,927,480991,0,6252,5736,5130,0,21536,218492,190058,129836,207994,10498,489072,14110,13264,33031,15389,188983,160330,127299,21071,37915,30,250,221995,196458
01-07-2023,Maharashtra,27,Ratnagiri,492,1677,1924,1934,75565,0,2959,1326,2904,0,3711,37739,27114,2559,31503,6236,76833,1543,4051,11802,5697,24313,14565,2763,3649,4620,13,95,29992,29968
01-02-2023,Puducherry,34,Mahe,599,1,1,1,89,0,9,1,13,13,15,504,245,7,502,2,820,33,8,0,0,8,0,0,28,28,1,1,0,0
01-05-2023,Arunachal Pradesh,12,Lohit,234,3,3,3,269,0,58,1,98,102,12,651,435,0,629,22,1149,0,247,11,90,348,11,0,17,34,2,3,0,0
01-07-2023,Bihar,10,Nawada,210,1538,1259,1073,222146,0,2545,2045,2530,0,6877,116685,85146,53834,115465,1220,232988,4,12215,23356,14496,103056,76345,52989,9043,15237,14,96,72962,70981
01-05-2023,Arunachal Pradesh,12,Changlang,229,2,1,7,1684,0,205,32,346,353,290,4477,3364,192,3924,553,8745,2,1078,306,622,2171,471,165,311,303,6,11,6,0
01-06-2023,Madhya Pradesh,23,Shivpuri,432,120,160,578,188169,0,2405,2200,2387,2408,8810,100806,82075,39965,100541,265,215335,98,17300,20189,19002,89350,53048,32859,9776,13868,9,79,44765,31064
01-06-2023,Arunachal Pradesh,12,Upper Siang,240,3,4,6,1120,0,186,100,201,201,117,1379,1134,423,1161,218,2795,18,284,251,228,1106,594,343,95,70,6,10,163,46
01-03-2023,Madhya Pradesh,23,Dewas,402,304,346,196,120737,0,1529,32,1859,1860,1741,70084,55301,167,70050,34,132759,441,19904,369,16568,36958,486,117,2175,3458,9,82,191,55
01-02-2023,Rajasthan,8,Banswara,88,152,196,406,169983,0,2066,1024,2089,2119,6793,74878,85131,5979,74686,192,189568,2758,22027,11890,17643,56361,16691,4801,10246,12520,10,91,2504,2382
01-04-2023,Jharkhand,20,Lohardaga,336,167,269,632,42427,0,741,513,746,750,2735,27675,26860,6388,26571,1104,64087,90,5221,7003,5733,24213,13259,6256,2993,3824,5,25,6877,6877
01-04-2023,Jharkhand,20,Koderma,334,239,300,466,58887,0,747,628,745,749,4326,34071,33967,8408,31645,2426,82716,246,7561,7301,7754,30819,15504,8203,4816,5536,5,26,19438,19391
01-02-2023,Telangana,36,Medchal Malkajgiri,700,619,666,224,119997,0,791,608,749,793,3988,48840,58713,2989,48435,405,123452,74,5308,3754,3419,15334,6607,2853,4401,7510,3,32,15599,14088
01-07-2023,Gujarat,24,Ahmadabad,438,3554,3595,1943,330705,0,3627,3619,3588,0,15664,150751,135405,86369,99624,51127,342950,65005,6986,7750,6700,107785,94099,86349,15276,25854,29,146,168079,167680
01-03-2023,Chandigarh,4,Chandigarh,44,432,444,92,49842,0,450,443,440,450,3145,22826,18677,5811,22337,489,50867,183,1636,1379,816,9642,7190,5811,3140,3079,3,18,16038,15836
01-07-2023,Maharashtra,27,Jalna,479,855,1248,1348,168687,0,2166,1822,2167,0,7425,79867,69135,35508,77571,2296,176832,91,11860,16953,11746,74872,51266,34313,8082,12323,13,76,62470,62356
01-05-2023,Himachal Pradesh,2,Bilaspur,375,900,972,438,32517,0,1111,1061,1102,1111,2007,13790,12656,1770,3277,10513,33254,814,530,223,242,2749,1977,1754,2084,2717,3,46,15756,15584
01-06-2023,Telangana,36,Jagitial,681,440,440,176,73465,0,1062,1030,1049,1065,3664,27243,33242,7036,25538,1705,74775,4,3415,3569,3315,17030,10300,6731,3930,6696,4,42,39232,36692
01-02-2023,Haryana,6,Sirsa,74,767,829,870,70658,0,1369,988,1204,1377,4664,41106,32542,5098,38178,2928,89789,165,6443,5405,4111,20902,10348,4943,6069,5408,8,54,16158,9933
01-02-2023,Jharkhand,20,Hazaribagh,332,556,740,790,42214,0,1669,914,1765,1770,6889,77125,81262,8387,75685,1440,187020,144,16079,12677,12538,48746,20129,7452,8488,13256,14,65,5629,5624
01-02-2023,Telangana,36,Medak,513,526,307,261,60280,0,1076,1033,1068,1076,3509,24055,25979,8855,23725,330,62597,1262,2644,5930,2779,19536,14113,8183,3882,5172,4,42,29449,27182
01-05-2023,Madhya Pradesh,23,Sidhi,433,22,43,47,119403,0,1889,1560,1894,1903,4816,63798,51609,22508,63650,148,134476,86,12713,11307,13756,58201,31732,20425,6113,8140,7,73,10057,5049
01-03-2023,Uttar Pradesh,9,Sonbhadra,184,300,302,219,236331,0,2038,856,2028,2079,10906,81306,113622,3924,80837,469,239643,79,2796,17,266,3096,34,17,13871,19938,9,60,87392,87051
01-05-2023,Maharashtra,27,Aurangabad,189,596,1144,1426,272523,0,3497,1898,3800,3838,11125,138019,112790,32957,129838,8181,290794,631,25610,18908,19675,96291,51006,32098,12345,16515,17,111,58327,58255
01-07-2023,Rajasthan,8,Pratapgarh,629,50,58,169,70839,0,1203,844,1234,0,2280,39728,34235,2684,38837,891,85807,235,10780,4197,7653,24893,6460,2263,3196,6368,6,48,1265,1230
01-04-2023,Tamil Nadu,33,Thiruvallur,589,1275,1263,1517,142033,0,1758,1073,1369,1762,8439,55428,61009,6404,46592,8836,146314,311,5799,15590,4997,32577,21781,6191,8855,12583,13,79,63219,63138
01-07-2023,Uttar Pradesh,9,Auraiya,122,756,1211,1209,180276,0,1779,909,1781,0,4771,83880,73938,2907,83031,849,183129,37,2468,308,460,3314,386,78,6269,14271,8,67,65313,65175
01-03-2023,Jammu And Kashmir,1,Ramban,621,462,430,40,19422,0,713,466,669,768,715,9341,8334,4323,9216,125,20342,782,1162,1925,1424,8299,5713,3788,970,982,4,33,1119,923
01-07-2023,Manipur,14,Chandel,253,76,106,68,7242,0,3,0,587,0,160,4321,3009,0,4102,219,7885,12,14,0,0,14,0,0,145,250,3,16,0,0
01-07-2023,Andhra Pradesh,28,Spsr Nellore,515,554,553,583,132924,0,3681,1244,0,0,3395,68034,68057,7359,64836,3198,0,1625,18547,12206,13386,51243,19310,7104,4467,9459,0,0,7442,7363
01-04-2023,Punjab,3,Bathinda,28,9,7,11,63953,0,1241,2,1374,1391,4198,19261,31356,0,14342,4919,65561,1129,308,7,7,322,7,0,5022,5724,8,54,45,32
01-05-2023,Meghalaya,17,East Khasi Hills,274,439,768,688,26204,0,1274,879,1286,1286,4045,51331,35542,21641,43097,8234,96485,10,5543,8967,7312,43630,30775,21808,2996,2571,9,49,4461,2202
01-06-2023,Mizoram,15,Saiha,267,34,120,126,7433,0,121,58,126,126,266,3936,2957,789,3919,17,7758,28,647,1314,761,3466,2058,744,246,353,2,5,1858,1691
01-05-2023,Haryana,6,Panipat,71,440,570,379,71419,0,1041,764,1025,1048,3397,45243,35970,4977,40213,5030,96837,17666,7708,2710,3504,18724,7512,4802,5037,7190,6,42,9091,7349
01-06-2023,Assam,18,West Karbi Anglong,710,4,5,22,37459,0,852,716,850,852,1489,22453,14944,8675,21646,807,41611,61,3411,6333,5427,22475,13637,7304,1187,1538,4,29,9782,9521
01-03-2023,Meghalaya,17,East Garo Hills,273,56,51,85,1081,0,385,195,404,404,688,14049,8828,4942,13702,347,24501,29,2619,2121,2805,12162,6738,4617,564,372,3,15,65,50
01-04-2023,Gujarat,24,Navsari,453,1309,1146,1252,65506,0,1330,1324,1300,1330,4281,28501,23972,27111,28474,27,65787,63,309,1121,471,28959,28179,27058,4305,4728,10,53,32660,32639
01-06-2023,Arunachal Pradesh,12,Tawang,238,4,1,11,1564,0,197,149,196,197,175,1885,1540,838,1711,174,3934,2,403,417,352,1945,1190,773,194,140,5,9,322,89
01-06-2023,Karnataka,29,Bagalkote,524,334,371,343,159405,0,2221,2156,2219,2221,5735,67856,70607,32795,66088,1768,164550,23,10890,15818,11740,69664,47034,31216,7482,12870,6,85,17888,17798
01-04-2023,Mizoram,15,Aizawl,261,325,481,495,40838,0,543,204,543,544,2421,19656,16625,897,19022,634,43782,2292,5712,2533,4669,13707,3326,793,2356,2724,6,23,11756,9261
01-06-2023,Assam,18,Majuli,706,87,42,135,18338,0,598,579,576,598,649,9331,6805,4230,8990,341,18379,4,2680,1264,4655,8791,1456,192,588,1006,2,16,2214,2190
01-02-2023,Punjab,3,Rupnagar,42,4,3,4,7049,0,361,0,835,872,697,9956,16634,0,9697,259,29340,883,81,0,0,81,0,0,973,1080,5,32,0,0
01-07-2023,Arunachal Pradesh,12,Lower Siang,719,2,0,2,331,0,83,41,84,0,23,419,368,111,360,59,851,0,96,125,31,356,229,104,20,21,3,2,0,0
01-07-2023,Bihar,10,Gopalganj,197,1666,1473,1216,230763,0,2961,2408,2985,0,4571,129806,86958,36899,127841,1965,238647,44,23220,26743,23662,109033,62151,35408,5640,11672,14,110,48301,46997
01-02-2023,Bihar,10,Purbi Champaran,213,3502,3319,491,427757,0,4827,1486,5401,5581,12648,219274,164836,17504,216049,3225,433476,373,42161,44472,40596,142464,59707,15235,15395,21323,28,194,50770,50570
01-07-2023,Maharashtra,27,Nandurbar,486,678,834,1390,186844,0,2551,2276,2516,0,9947,87020,76663,53197,84941,2079,198410,367,7302,16102,9881,86147,68964,52862,9269,15511,12,95,79161,79037
01-07-2023,Kerala,32,Kasaragod,558,547,720,726,92025,0,1345,703,1348,0,4082,51100,35427,181,33656,17444,101740,20,6931,3430,6948,17546,3667,237,4654,6477,12,41,6550,6546
01-04-2023,Punjab,3,Tarn Taran,609,4,3,7,35723,0,881,3,1095,1132,1949,17815,21306,0,15130,2685,48326,90,1112,0,40,1152,0,0,3102,4154,8,39,0,0
01-04-2023,Gujarat,24,Dang,444,426,414,425,28516,0,441,417,431,441,1843,12902,11727,7813,12864,38,30386,8,1051,2257,1492,12593,10050,7793,1857,2057,3,18,14334,14326
01-05-2023,Telangana,36,Mahabubnagar,512,450,338,267,59127,0,1178,1028,1146,1185,3007,24494,28106,8292,23836,658,64425,637,4225,2600,2824,17704,10655,8055,3606,5212,4,48,21719,19565
01-02-2023,Karnataka,29,Belagavi,527,698,752,648,443941,0,5289,2651,5295,5295,16418,220107,187409,26379,219008,1099,472000,16381,47430,60292,45207,175579,82942,22650,18724,29342,14,209,162813,161849
01-07-2023,Mizoram,15,Lunglei,265,157,200,268,14816,0,388,158,418,0,559,8011,6620,902,7575,436,16596,1866,1748,1488,1162,5187,2277,789,560,846,4,16,3079,2079
01-05-2023,Madhya Pradesh,23,Sehore,427,198,241,275,125848,0,1410,1329,1412,1415,5851,62531,51960,15458,59765,2766,136549,231,15730,9975,13783,54385,24872,14897,6573,9634,10,50,25671,9320
01-05-2023,Gujarat,24,Bhavnagar,443,1763,1667,1575,168266,0,1906,1869,1886,1907,9964,70779,66841,57096,70083,696,171673,1465,3884,5343,3294,69536,62358,57015,10045,14044,16,76,88251,87232
01-04-2023,Maharashtra,27,Dhule,474,1729,1644,1769,203170,0,2284,1752,2279,2306,11399,102095,85332,35440,100219,1876,223130,331,14015,26846,15989,90515,60511,33665,11993,12311,11,84,68105,68076
01-05-2023,Andhra Pradesh,28,Chittoor,503,823,883,888,194929,0,4742,3344,4709,4768,6291,85146,100214,35363,82786,2360,215263,17912,14219,12222,12425,73560,46916,34694,8503,15109,21,188,36935,36821
01-03-2023,Andhra Pradesh,28,Chittoor,503,823,879,849,203035,0,4739,3033,4716,4782,8493,82643,104352,27421,80499,2144,223276,20518,12305,18523,12547,69904,45052,26529,11061,16727,23,190,23081,22902
01-06-2023,Nagaland,13,Phek,248,12,20,34,1618,0,340,62,391,392,361,5988,3274,368,5610,378,10222,23,1623,335,920,3111,568,233,327,272,6,18,43,39
01-07-2023,Manipur,14,Tengnoupal,716,30,39,54,6482,0,4,0,377,0,114,3949,2785,0,3703,246,7115,3,24,0,0,24,0,0,103,164,2,10,0,0
01-04-2023,Chhattisgarh,22,Balrampur,649,59,112,135,102432,0,2288,578,2352,2358,4831,54578,48849,4740,54281,297,117786,250,15398,7584,12429,39408,11581,3997,3531,5997,7,66,7660,6547
01-04-2023,Meghalaya,17,East Garo Hills,273,70,59,99,1076,0,396,94,404,404,675,13947,8701,2166,13600,347,24167,29,2175,4264,3399,11980,6406,2142,498,346,3,15,93,68
01-06-2023,Uttar Pradesh,9,Hardoi,150,3020,3136,1215,497335,0,3910,1519,3892,3930,16629,173135,231190,419,170994,2141,502320,199,1775,18,224,2083,84,66,26378,54988,20,123,200962,196089
01-07-2023,Uttar Pradesh,9,Jalaun,151,135,243,279,159507,0,1791,846,1771,0,4191,71744,65861,3515,70583,1161,162488,70,3046,276,965,4509,498,222,5989,14703,10,87,53608,53241
01-04-2023,Haryana,6,Mahendragarh,69,726,898,910,82224,0,1201,1142,1128,1201,5429,37171,31811,4427,24830,12341,85545,250,2592,1901,1361,10147,6194,4293,5688,5446,6,46,23933,15914
01-03-2023,Tripura,16,North Tripura,270,756,875,1028,43802,0,1207,810,1264,1278,2190,25141,18762,10601,24960,181,50917,274,3637,3380,3369,18238,11232,7852,2330,2494,6,52,4776,4275
01-05-2023,Haryana,6,Karnal,67,496,532,433,84097,0,1411,1010,1415,1479,2576,51833,39653,3745,47134,4699,106066,365,5481,2333,2624,14137,6032,3699,4983,7021,7,59,17244,10673
01-03-2023,Ladakh,37,Kargil,6,118,233,14,11853,0,662,338,679,680,445,5903,5182,1978,5835,68,12713,862,992,1367,1441,5779,3346,1979,542,641,7,29,270,254
01-07-2023,Andhra Pradesh,28,Kurnool,511,218,221,402,228571,0,3412,1001,0,0,3482,118539,112921,9813,115553,2986,0,1528,30174,16532,19042,75330,26114,9582,5886,13440,0,0,10664,10569
01-06-2023,Rajasthan,8,Jhunjhunu,106,549,585,510,105682,0,1591,1432,1578,1595,5960,25393,58678,5227,22214,3179,109560,290,5964,4186,5200,20201,9037,4851,7665,11864,8,58,16151,16110
01-07-2023,Uttar Pradesh,9,Pratapgarh,629,590,577,679,321853,0,3225,1950,3190,0,9486,142362,141099,5971,140901,1461,329969,36,7380,375,1606,9767,781,406,11421,25601,18,116,116218,115489
01-04-2023,Madhya Pradesh,23,Neemuch,419,89,129,104,63703,0,946,326,987,1112,1088,35688,27948,284,35677,11,67791,140,7935,2051,3730,13961,2296,245,1381,1686,6,57,1004,211
01-07-2023,Rajasthan,8,Dungarpur,99,169,124,724,118737,0,2107,1799,2101,0,4199,51328,60457,7650,47753,3575,134595,343,15756,7235,11730,40713,13227,5992,6204,12407,9,76,2730,2686
01-07-2023,Kerala,32,Pathanamthitta,564,643,775,512,51451,0,1388,1045,1387,0,2619,25748,19409,181,14237,11511,53541,52,3067,3897,4285,11374,4022,125,2720,3045,12,57,11059,10901
01-02-2023,Gujarat,24,Navsari,453,1318,1145,1272,63977,0,1330,1230,1317,1330,4621,27832,23588,22870,27809,23,64949,19,679,3899,965,28234,26590,22691,4588,4320,10,53,27564,27361
01-06-2023,Uttarakhand,5,Pithoragarh,53,439,473,479,23457,0,1068,599,1092,1111,1119,7419,13120,1121,7014,405,24948,216,884,1006,899,3407,1624,618,1365,1925,8,26,76,73
01-03-2023,Uttar Pradesh,9,Hardoi,150,3020,3135,1215,500718,0,3902,1455,3896,3930,21882,167442,230012,4921,165338,2104,507601,1328,3783,401,1122,5376,471,70,34813,53452,20,123,133482,130255
01-07-2023,The Dadra And Nagar Haveli And Daman And Diu,38,Dadra And Nagar Haveli,465,302,302,170,22316,0,303,300,302,0,1666,7000,10307,2011,4137,2863,23791,1,838,1183,661,4680,3181,1998,1637,3181,2,11,12543,12519
01-05-2023,Chhattisgarh,22,Janjgir-champa,379,532,661,650,139177,0,2208,1322,2259,2270,5545,83928,67615,15381,83595,333,172151,87,22074,12389,16596,65950,27280,14891,6817,8246,10,79,20962,17577
01-07-2023,Rajasthan,8,Kota,109,242,259,331,87842,0,1258,1130,1271,0,4972,30468,41808,7146,27787,2681,92426,192,4389,3306,3928,17916,9599,6293,5780,9398,6,40,9128,9123
01-07-2023,Telangana,36,Narayanpet,721,231,153,132,45160,0,703,406,691,0,2804,17858,20801,2566,17252,606,48750,12,4075,2471,3775,12824,4974,2503,2811,4476,3,29,15058,13929
01-03-2023,Kerala,32,Ernakulam,555,2010,2270,1717,179893,0,2856,2641,2857,2858,9890,89032,67594,10904,50565,38467,187571,1923,7137,11192,9348,38162,21677,10485,10271,10784,24,110,24633,24164
01-06-2023,Jharkhand,20,Ranchi,339,572,832,1527,178257,0,2815,2268,2793,2830,9829,87003,94850,22527,83015,3988,216013,155,16691,20425,20174,77015,40150,19725,9867,14464,16,95,29641,29407
01-05-2023,Manipur,14,Kamjong,717,10,13,17,4816,0,379,0,395,398,179,3445,2190,0,3214,231,6149,9,2642,0,3,2645,0,0,162,173,3,11,511,496
01-07-2023,Uttar Pradesh,9,Unnao,186,1730,1890,1519,278680,0,3352,2449,3254,0,13317,80156,141474,8366,78836,1320,280492,93,2044,103,378,2586,164,61,15126,30419,17,124,157770,157471
01-04-2023,Maharashtra,27,Raigad,491,1078,1244,1294,144961,0,3193,2269,3176,3261,7970,73662,56576,21599,67718,5944,155187,264,9311,13935,8715,53019,34993,21058,8293,8686,17,107,40224,40010
01-02-2023,Bihar,10,Madhubani,206,2857,2610,978,386574,0,4511,1878,4891,5145,16186,196220,155163,24808,192354,3866,410993,303,39063,38482,36421,135475,59991,21509,18872,24552,21,194,82064,81920
01-04-2023,Jharkhand,20,Palamu,338,978,1195,953,178865,0,2510,1686,2535,2596,9766,117739,110306,18258,115896,1843,266500,574,24772,24667,27018,93205,41415,16748,12270,16419,14,81,35033,34753
01-03-2023,Uttar Pradesh,9,Varanasi,187,866,866,711,378242,0,3904,2801,3832,3972,21055,134743,175484,16875,132604,2139,384871,1115,4803,257,877,6070,390,133,23943,29646,9,142,92326,91327
01-02-2023,Punjab,3,Gurdaspur,32,0,2,6,67763,0,539,3,1973,2055,2472,26080,41594,0,25868,212,76181,2108,112,0,0,112,0,0,2892,3143,11,79,0,0
01-04-2023,Jharkhand,20,Ramgarh,607,396,613,446,44456,0,1033,841,1037,1041,3956,30377,31851,7471,28747,1630,75912,672,5732,7228,5617,25673,14324,7096,4105,5623,6,40,10719,10613
01-05-2023,Kerala,32,Ernakulam,555,2260,2489,2001,173260,0,2853,2412,2856,2858,8532,88657,66064,8040,53359,35298,182154,933,11586,10968,9484,39760,18690,7722,9035,9866,23,110,17720,17167
01-05-2023,Himachal Pradesh,2,Kangra,18,3003,3090,1719,77309,0,4226,4177,4182,4226,7796,6465,47466,4712,6220,245,78972,2626,1745,643,723,7788,5320,4677,7848,9397,15,188,63168,61776
01-07-2023,Uttar Pradesh,9,Kushi Nagar,160,746,867,1154,414057,0,4111,2700,4058,0,14738,179072,176661,7452,173280,5792,418617,333,5417,413,1421,7591,753,340,15957,32189,15,168,142877,138236
01-04-2023,Andhra Pradesh,28,Parvathipuram Manyam,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01-07-2023,Arunachal Pradesh,12,Changlang,229,2,1,7,4193,0,276,126,402,0,295,4975,3725,1062,4125,850,9715,1,871,868,733,3346,1742,874,297,423,6,11,416,69
01-03-2023,Assam,18,Sonitpur,301,110,50,155,102549,0,1936,1055,1937,1989,5753,58109,43874,6568,57316,793,116905,697,12480,7613,10742,35324,12102,4489,4734,4435,8,85,2768,2532
01-05-2023,Ladakh,37,Kargil,6,122,238,13,12103,0,673,556,679,680,439,5445,5067,3491,5312,133,12182,717,594,840,648,5386,4144,3304,542,689,7,29,220,213
01-07-2023,Maharashtra,27,Thane,497,1305,1314,1133,282790,0,3693,2713,3647,0,11157,148555,118121,34875,138016,10539,306518,740,21312,39540,23445,119830,75073,35533,11626,17059,20,139,84127,84104
01-03-2023,Assam,18,Kokrajhar,294,75,54,135,73179,0,1674,764,1666,1687,4806,42782,31319,6362,41204,1578,86728,3557,9964,4683,7017,26684,9703,5020,4287,3534,5,76,2349,2279
01-03-2023,West Bengal,19,24 Paraganas South,304,1311,1675,1794,890986,0,10888,7758,10875,11364,43326,450887,362128,199174,438909,11978,963399,89827,60289,51944,51531,364042,252222,200278,44217,62841,51,475,239916,184453
01-05-2023,Tamil Nadu,33,Madurai,578,1324,1516,1579,194471,0,2001,373,1589,2001,11181,76383,82476,1995,38214,38169,196872,559,6421,665,25163,33199,1615,950,11506,15326,17,72,82288,82209
01-05-2023,Uttar Pradesh,9,Farrukhabad,141,847,884,883,198402,0,1723,1171,1720,1755,8198,76724,86173,6281,75317,1407,199683,420,1473,254,428,2414,513,259,10468,18120,8,68,81678,81424
01-03-2023,Nagaland,13,Kiphire,614,3,3,6,6,0,48,0,201,204,7,2336,1085,0,2323,13,3457,1,107,0,0,107,0,0,19,10,3,8,0,0
01-07-2023,Tamil Nadu,33,Tiruppur,634,1108,1273,1195,127219,0,1512,1411,1341,0,6812,51891,54283,9676,21712,30179,129544,0,3631,5821,2635,21684,15418,9597,6923,9635,14,43,53702,53544
01-07-2023,Uttar Pradesh,9,Moradabad,171,668,870,612,307544,0,2758,1940,2680,0,13410,94920,153306,3534,93115,1805,309572,46,4645,570,1547,7010,818,248,15198,32738,9,151,162751,161442
01-07-2023,Nagaland,13,Phek,248,12,20,34,3271,0,335,119,391,0,444,6283,3743,1407,5692,591,11167,31,1102,652,775,3666,1789,1137,362,335,6,18,484,411
01-02-2023,Jammu And Kashmir,1,Poonch,10,1145,1116,89,41599,0,1402,1292,1400,1409,2457,17266,16548,13923,17194,72,42249,489,676,3123,1210,17865,15979,12856,2915,3063,6,54,17054,16495
01-03-2023,Uttar Pradesh,9,Azamgarh,123,573,521,577,645747,0,5558,4432,5556,5593,32973,252139,271500,37195,246137,6002,656673,1569,11125,1898,3767,17915,3023,1125,42095,57966,23,201,223726,222322
01-06-2023,Uttar Pradesh,9,Deoria,137,789,840,336,351005,0,3235,1964,3216,3245,15128,128863,159424,4416,126834,2029,354232,80,4077,238,632,5099,390,152,17374,33443,17,123,179921,178839
01-05-2023,Madhya Pradesh,23,Khargone,414,241,273,325,187229,0,2285,1992,2280,2294,9507,93590,78943,21831,93417,173,206543,274,24566,11485,17731,74174,31877,20392,11033,13470,11,82,16584,10651
01-05-2023,Chhattisgarh,22,Raigarh,386,852,1392,1431,105927,0,2515,261,3363,3409,2294,64287,47031,1839,64147,140,120137,266,14682,1667,6636,24696,3378,1711,2714,3811,14,107,2566,2214
01-07-2023,Rajasthan,8,Jalore,104,202,210,406,108190,0,1747,1368,1778,0,1723,54590,49021,16829,54343,247,118353,261,10751,14762,12142,53066,30173,15411,4430,8589,8,58,20745,20679
01-04-2023,Assam,18,Karimganj,293,79,52,404,129275,0,1306,62,1499,1570,4713,80133,58547,115,78907,1226,150753,620,10434,1517,5180,17164,1550,33,3741,3619,7,51,3142,3113
01-05-2023,Telangana,36,Nirmal,680,558,373,310,59296,0,925,796,877,926,2642,26281,26012,8914,25298,983,62479,639,3821,2725,2238,17439,11380,8655,3017,4527,4,37,23970,22926
01-03-2023,Meghalaya,17,North Garo Hills,656,92,49,172,3911,0,391,245,391,391,701,12061,8128,6550,11972,89,21915,12,1307,1695,1854,11326,8165,6470,572,453,2,11,23,2
01-06-2023,Jammu And Kashmir,1,Kupwara,8,1994,1952,165,69211,0,2259,1704,2301,2320,2494,36916,26573,19768,36327,589,72432,1963,5349,6479,4531,28709,18829,12350,3048,3401,11,92,6128,5698
01-03-2023,Arunachal Pradesh,12,Upper Siang,240,3,4,4,735,0,151,38,201,201,73,1148,842,184,1087,61,2160,15,290,117,193,730,247,130,60,37,6,10,1,1
01-07-2023,Uttar Pradesh,9,Agra,118,1048,1165,1104,411382,0,2974,1846,2862,0,20804,139327,190677,8811,137871,1456,416238,644,6466,758,1868,9812,1478,720,21923,43507,16,113,198691,193506
01-03-2023,Andhra Pradesh,28,Prakasam,517,748,871,507,160716,0,4173,1500,4223,4246,5488,79081,77895,13557,77543,1538,180099,48625,17605,15318,13755,59588,28228,12910,7306,10329,21,170,11605,11572
01-03-2023,Kerala,32,Kottayam,560,923,1172,834,81198,0,2046,1695,2050,2050,4332,39377,32472,7630,26610,12767,86501,1141,3727,6020,4341,21309,13241,7221,5003,5317,15,83,7734,7669
